"","Var1","Freq"
"1","",42217
"2","AED",73
"3","AUD",264
"4","BND",2
"5","BRL",1
"6","CAD",9
"7","CHF",11
"8","CNY",1034
"9","CZK",16
"10","DKK",5
"11","EUR",192
"12","GBP",114
"13","HKD",1233
"14","IDR",2
"15","ILS",1
"16","INR",78
"17","JOD",2
"18","JPY",1308
"19","KRW",4
"20","KWD",7
"21","MOP",7
"22","MYR",544
"23","NOK",3
"24","NZD",7
"25","PHP",4
"26","PLN",28
"27","SAR",1
"28","SDG",7
"29","SEK",3
"30","SGD",226
"31","THB",24
"32","TWD",13
"33","USD",3932
